problem_statement,problem_tags,contestId,index,name,type,points,rating
1092B - Teams Forming,sortings,1092,B,Teams Forming,PROGRAMMING,,800.0
1092A - Uniform String,implementation,1092,A,Uniform String,PROGRAMMING,,800.0
1091H - New Year and the Tricolore Recreation,games,1091,H,New Year and the Tricolore Recreation,PROGRAMMING,4000.0,3200.0
1091G - New Year and the Factorisation Collaboration,"interactive,math,number theory",1091,G,New Year and the Factorisation Collaboration,PROGRAMMING,3750.0,3200.0
1091F - New Year and the Mallard Expedition,"constructive algorithms,greedy",1091,F,New Year and the Mallard Expedition,PROGRAMMING,3000.0,2600.0
1091E - New Year and the Acquaintance Estimation,"binary search,data structures,graphs,greedy,implementation,math,sortings",1091,E,New Year and the Acquaintance Estimation,PROGRAMMING,3000.0,2400.0
1091D - New Year and the Permutation Concatenation,"combinatorics,dp,math",1091,D,New Year and the Permutation Concatenation,PROGRAMMING,2250.0,1700.0
1091C - New Year and the Sphere Transmission,"math,number theory",1091,C,New Year and the Sphere Transmission,PROGRAMMING,1750.0,1400.0
1091B - New Year and the Treasure Geolocation,"brute force,constructive algorithms,greedy,implementation",1091,B,New Year and the Treasure Geolocation,PROGRAMMING,1000.0,1200.0
1091A - New Year and the Christmas Ornament,"brute force,implementation,math",1091,A,New Year and the Christmas Ornament,PROGRAMMING,500.0,800.0
1090M - The Pleasant Walk,implementation,1090,M,The Pleasant Walk,PROGRAMMING,,1000.0
1090L - Berland University,"greedy,math",1090,L,Berland University,PROGRAMMING,,2000.0
1090K - Right Expansion Of The Mind,math,1090,K,Right Expansion Of The Mind,PROGRAMMING,,2000.0
1090J - Two Prefixes,strings,1090,J,Two Prefixes,PROGRAMMING,,2600.0
1090I - Minimal Product,,1090,I,Minimal Product,PROGRAMMING,,2000.0
1090H - Linearization,graphs,1090,H,Linearization,PROGRAMMING,,2900.0
1090G - Combostone,"games,implementation",1090,G,Combostone,PROGRAMMING,,2500.0
1090F - How to Learn You Score,"constructive algorithms,interactive",1090,F,How to Learn You Score,PROGRAMMING,,2600.0
1090E - Horseback Riding,"flows,graphs",1090,E,Horseback Riding,PROGRAMMING,,2300.0
1090D - Similar Arrays,constructive algorithms,1090,D,Similar Arrays,PROGRAMMING,,1800.0
1090C - New Year Presents,"constructive algorithms,data structures",1090,C,New Year Presents,PROGRAMMING,,2400.0
1090B - LaTeX Expert,,1090,B,LaTeX Expert,PROGRAMMING,,1900.0
1090A - Company Merging,greedy,1090,A,Company Merging,PROGRAMMING,,1300.0
1089M - Minegraphed,"constructive algorithms,graphs",1089,M,Minegraphed,PROGRAMMING,,2400.0
1089L - Lazyland,,1089,L,Lazyland,PROGRAMMING,,900.0
1089K - King Kog's Reception,data structures,1089,K,King Kog's Reception,PROGRAMMING,,2400.0
1089J - JS Minification,"greedy,implementation",1089,J,JS Minification,PROGRAMMING,,3200.0
1089I - Interval-Free Permutations,combinatorics,1089,I,Interval-Free Permutations,PROGRAMMING,,2600.0
1089H - Harder Satisfiability,"2-sat,dfs and similar,graphs",1089,H,Harder Satisfiability,PROGRAMMING,,3400.0
1089G - Guest Student,math,1089,G,Guest Student,PROGRAMMING,,1500.0
1089F - Fractions,math,1089,F,Fractions,PROGRAMMING,,1900.0
1089E - Easy Chess,constructive algorithms,1089,E,Easy Chess,PROGRAMMING,,1700.0
1089D - Distance Sum,graphs,1089,D,Distance Sum,PROGRAMMING,,3100.0
1089C - Cactus Search,interactive,1089,C,Cactus Search,PROGRAMMING,,2500.0
1089B - Bimatching,graphs,1089,B,Bimatching,PROGRAMMING,,3200.0
1089A - Alice the Fan,dp,1089,A,Alice the Fan,PROGRAMMING,,2200.0
1088F - Ehab and a weird weight formula,"data structures,trees",1088,F,Ehab and a weird weight formula,PROGRAMMING,3000.0,2800.0
1088E - Ehab and a component choosing problem,"dp,greedy,math,trees",1088,E,Ehab and a component choosing problem,PROGRAMMING,2500.0,2400.0
1088D - Ehab and another another xor problem,"bitmasks,constructive algorithms,implementation,interactive",1088,D,Ehab and another another xor problem,PROGRAMMING,2000.0,2000.0
1088C - Ehab and a 2-operation task,"constructive algorithms,greedy,math",1088,C,Ehab and a 2-operation task,PROGRAMMING,1500.0,1400.0
1088B - Ehab and subtraction,"implementation,sortings",1088,B,Ehab and subtraction,PROGRAMMING,1000.0,1000.0
1088A - Ehab and another construction problem,"brute force,constructive algorithms",1088,A,Ehab and another construction problem,PROGRAMMING,500.0,800.0
1086F - Forest Fires,math,1086,F,Forest Fires,PROGRAMMING,3000.0,3500.0
1085G - Beautiful Matrix,"combinatorics,data structures,dp",1085,G,Beautiful Matrix,PROGRAMMING,3250.0,2900.0
1085F - Rock-Paper-Scissors Champion,,1085,F,Rock-Paper-Scissors Champion,PROGRAMMING,2750.0,2500.0
1085E - Vasya and Templates,"greedy,implementation,strings",1085,E,Vasya and Templates,PROGRAMMING,2000.0,2300.0
1085D - Minimum Diameter Tree,"constructive algorithms,implementation,trees",1085,D,Minimum Diameter Tree,PROGRAMMING,1750.0,1700.0
1085C - Connect Three,"implementation,math",1085,C,Connect Three,PROGRAMMING,1250.0,1600.0
1085B - Div Times Mod,math,1085,B,Div Times Mod,PROGRAMMING,750.0,1100.0
1085A - Right-Left Cipher,"implementation,strings",1085,A,Right-Left Cipher,PROGRAMMING,500.0,800.0
1084C - The Fair Nut and String,"combinatorics,dp,implementation",1084,C,The Fair Nut and String,PROGRAMMING,1500.0,1500.0
1084B - Kvass and the Fair Nut,"greedy,implementation",1084,B,Kvass and the Fair Nut,PROGRAMMING,1000.0,1200.0
1084A - The Fair Nut and Elevator,"brute force,implementation",1084,A,The Fair Nut and Elevator,PROGRAMMING,500.0,1000.0
1083F - The Fair Nut and Amusing Xor,data structures,1083,F,The Fair Nut and Amusing Xor,PROGRAMMING,2500.0,3300.0
1083E - The Fair Nut and Rectangles,"data structures,dp,geometry",1083,E,The Fair Nut and Rectangles,PROGRAMMING,2000.0,2400.0
1083D - The Fair Nut's getting crazy,"data structures,implementation",1083,D,The Fair Nut's getting crazy,PROGRAMMING,2000.0,3500.0
1083C - Max Mex,"data structures,trees",1083,C,Max Mex,PROGRAMMING,1500.0,2900.0
1083B - The Fair Nut and Strings,"greedy,strings",1083,B,The Fair Nut and Strings,PROGRAMMING,1000.0,2000.0
1083A - The Fair Nut and the Best Path,"data structures,dp,trees",1083,A,The Fair Nut and the Best Path,PROGRAMMING,500.0,1800.0
1082G - Petya and Graph,"flows,graphs",1082,G,Petya and Graph,PROGRAMMING,,2400.0
1082F - Speed Dial,"dp,strings,trees",1082,F,Speed Dial,PROGRAMMING,,2800.0
1082E - Increasing Frequency,"binary search,dp,greedy",1082,E,Increasing Frequency,PROGRAMMING,,2000.0
1082D - Maximum Diameter Graph,"constructive algorithms,graphs,implementation",1082,D,Maximum Diameter Graph,PROGRAMMING,,1800.0
1082C - Multi-Subject Competition,"greedy,sortings",1082,C,Multi-Subject Competition,PROGRAMMING,,1600.0
1082B - Vova and Trophies,greedy,1082,B,Vova and Trophies,PROGRAMMING,,1600.0
1082A - Vasya and Book,"implementation,math",1082,A,Vasya and Book,PROGRAMMING,,1200.0
1081H - Palindromic Magic,"data structures,hashing,strings",1081,H,Palindromic Magic,PROGRAMMING,4000.0,3500.0
1081G - Mergesort Strikes Back,"math,probabilities",1081,G,Mergesort Strikes Back,PROGRAMMING,3500.0,3200.0
1081F - Tricky Interactor,"constructive algorithms,implementation,interactive",1081,F,Tricky Interactor,PROGRAMMING,3000.0,2600.0
1081E - Missing Numbers,"binary search,constructive algorithms,greedy,math,number theory",1081,E,Missing Numbers,PROGRAMMING,2500.0,1900.0
1081D - Maximum Distance,"dsu,graphs,shortest paths,sortings",1081,D,Maximum Distance,PROGRAMMING,2000.0,1800.0
1081C - Colorful Bricks,"combinatorics,dp,math",1081,C,Colorful Bricks,PROGRAMMING,1500.0,1500.0
1081B - Farewell Party,"constructive algorithms,implementation",1081,B,Farewell Party,PROGRAMMING,1000.0,1500.0
1081A - Definite Game,"constructive algorithms,math",1081,A,Definite Game,PROGRAMMING,500.0,800.0
1080F - Katya and Segments Sets,"data structures,interactive,sortings",1080,F,Katya and Segments Sets,PROGRAMMING,2500.0,2400.0
1080E - Sonya and Matrix Beauty,strings,1080,E,Sonya and Matrix Beauty,PROGRAMMING,2250.0,2400.0
1080D - Olya and magical square,"constructive algorithms,implementation,math",1080,D,Olya and magical square,PROGRAMMING,1750.0,2000.0
1080C - Masha and two friends,implementation,1080,C,Masha and two friends,PROGRAMMING,1250.0,1500.0
1080B - Margarite and the best present,math,1080,B,Margarite and the best present,PROGRAMMING,750.0,900.0
1080A - Petya and Origami,math,1080,A,Petya and Origami,PROGRAMMING,500.0,800.0
1078E - Negative Time Summation,constructive algorithms,1078,E,Negative Time Summation,PROGRAMMING,2750.0,3400.0
1077F2 - Pictures with Kittens (hard version),"data structures,dp",1077,F2,Pictures with Kittens (hard version),PROGRAMMING,,2100.0
1077F1 - Pictures with Kittens (easy version),dp,1077,F1,Pictures with Kittens (easy version),PROGRAMMING,,1900.0
1077E - Thematic Contests,"greedy,sortings",1077,E,Thematic Contests,PROGRAMMING,,1800.0
1077D - Cutting Out,"binary search,sortings",1077,D,Cutting Out,PROGRAMMING,,1600.0
1077C - Good Array,,1077,C,Good Array,PROGRAMMING,,1300.0
1077B - Disturbed People,greedy,1077,B,Disturbed People,PROGRAMMING,,1000.0
1077A - Frog Jumping,math,1077,A,Frog Jumping,PROGRAMMING,,800.0
1076G - Array Game,"data structures,games",1076,G,Array Game,PROGRAMMING,,3000.0
1076F - Summer Practice Report,"dp,greedy",1076,F,Summer Practice Report,PROGRAMMING,,2500.0
1076E - Vasya and a Tree,"data structures,trees",1076,E,Vasya and a Tree,PROGRAMMING,,1900.0
1076D - Edge Deletion,"graphs,greedy,shortest paths",1076,D,Edge Deletion,PROGRAMMING,,1800.0
1076C - Meme Problem,"binary search,math",1076,C,Meme Problem,PROGRAMMING,,1300.0
1076B - Divisor Subtraction,"implementation,math,number theory",1076,B,Divisor Subtraction,PROGRAMMING,,1200.0
1076A - Minimizing the String,"greedy,strings",1076,A,Minimizing the String,PROGRAMMING,,1200.0
1075B - Taxi drivers and Lyft,"implementation,sortings",1075,B,Taxi drivers and Lyft,PROGRAMMING,1000.0,1200.0
1075A - The King's Race,"implementation,math",1075,A,The King's Race,PROGRAMMING,500.0,800.0
1073G - Yet Another LCP Problem,"data structures,string suffix structures",1073,G,Yet Another LCP Problem,PROGRAMMING,,2600.0
1073F - Choosing Two Paths,"dfs and similar,dp,greedy,trees",1073,F,Choosing Two Paths,PROGRAMMING,,2500.0
1073E - Segment Sum,"bitmasks,combinatorics,dp,math",1073,E,Segment Sum,PROGRAMMING,,2300.0
1073D - Berland Fair,"binary search,brute force,data structures,greedy",1073,D,Berland Fair,PROGRAMMING,,1700.0
1073C - Vasya and Robot,"binary search,two pointers",1073,C,Vasya and Robot,PROGRAMMING,,1800.0
1073B - Vasya and Books,"implementation,math",1073,B,Vasya and Books,PROGRAMMING,,1000.0
1073A - Diverse Substring,"implementation,strings",1073,A,Diverse Substring,PROGRAMMING,,1000.0
1071E - Rain Protection,"binary search,geometry",1071,E,Rain Protection,PROGRAMMING,2250.0,3500.0
1070M - Algoland and Berland,"constructive algorithms,divide and conquer,geometry",1070,M,Algoland and Berland,PROGRAMMING,,3000.0
1070L - Odd Federalization,constructive algorithms,1070,L,Odd Federalization,PROGRAMMING,,2600.0
1070K - Video Posts,implementation,1070,K,Video Posts,PROGRAMMING,,1100.0
1070J - Streets and Avenues in Berhattan,dp,1070,J,Streets and Avenues in Berhattan,PROGRAMMING,,2300.0
1070I - Privatization of Roads in Berland,"flows,graph matchings,graphs",1070,I,Privatization of Roads in Berland,PROGRAMMING,,2400.0
1070H - BerOS File Suggestion,"brute force,implementation",1070,H,BerOS File Suggestion,PROGRAMMING,,1500.0
1070G - Monsters and Potions,"brute force,dp,greedy,implementation",1070,G,Monsters and Potions,PROGRAMMING,,2300.0
1070F - Debate,greedy,1070,F,Debate,PROGRAMMING,,1500.0
1070E - Getting Deals Done,"binary search,data structures",1070,E,Getting Deals Done,PROGRAMMING,,2100.0
1070D - Garbage Disposal,greedy,1070,D,Garbage Disposal,PROGRAMMING,,1300.0
1070C - Cloud Computing,"data structures,greedy",1070,C,Cloud Computing,PROGRAMMING,,2000.0
1070B - Berkomnadzor,"data structures,greedy",1070,B,Berkomnadzor,PROGRAMMING,,2400.0
1070A - Find a Number,"dp,graphs,number theory,shortest paths",1070,A,Find a Number,PROGRAMMING,,2200.0
1068C - Colored Rooks,"constructive algorithms,graphs",1068,C,Colored Rooks,PROGRAMMING,1500.0,1700.0
1068B - LCM,"math,number theory",1068,B,LCM,PROGRAMMING,1250.0,1200.0
1068A - Birthday,math,1068,A,Birthday,PROGRAMMING,500.0,1400.0
1067E - Random Forest Rank,"dp,graph matchings,math,trees",1067,E,Random Forest Rank,PROGRAMMING,2500.0,2800.0
1067D - Computer Game,"dp,greedy,math,probabilities",1067,D,Computer Game,PROGRAMMING,2250.0,3100.0
1067C - Knights,constructive algorithms,1067,C,Knights,PROGRAMMING,1750.0,2600.0
1067B - Multihedgehog,"dfs and similar,graphs,shortest paths",1067,B,Multihedgehog,PROGRAMMING,1000.0,1800.0
1067A - Array Without Local Maximums ,dp,1067,A,Array Without Local Maximums ,PROGRAMMING,500.0,1900.0
1066F - Yet another 2D Walking,dp,1066,F,Yet another 2D Walking,PROGRAMMING,,2100.0
1066E - Binary Numbers AND Sum,"data structures,implementation,math",1066,E,Binary Numbers AND Sum,PROGRAMMING,,1700.0
1066D - Boxes Packing,"binary search,implementation",1066,D,Boxes Packing,PROGRAMMING,,1800.0
1066C - Books Queries,implementation,1066,C,Books Queries,PROGRAMMING,,1400.0
1066B - Heaters,"greedy,two pointers",1066,B,Heaters,PROGRAMMING,,1500.0
1066A - Vova and Train,math,1066,A,Vova and Train,PROGRAMMING,,1100.0
1065G - Fibonacci Suffix,strings,1065,G,Fibonacci Suffix,PROGRAMMING,,2700.0
1065F - Up and Down the Tree,"dfs and similar,dp,trees",1065,F,Up and Down the Tree,PROGRAMMING,,2500.0
1065E - Side Transmutations,"combinatorics,strings",1065,E,Side Transmutations,PROGRAMMING,,2300.0
1065D - Three Pieces,"dfs and similar,dp,shortest paths",1065,D,Three Pieces,PROGRAMMING,,2200.0
1065C - Make It Equal,greedy,1065,C,Make It Equal,PROGRAMMING,,1600.0
1065B - Vasya and Isolated Vertices,"constructive algorithms,graphs",1065,B,Vasya and Isolated Vertices,PROGRAMMING,,1300.0
1065A - Vasya and Chocolate,"implementation,math",1065,A,Vasya and Chocolate,PROGRAMMING,,800.0
1064B - Equations of Mathematical Magic,math,1064,B,Equations of Mathematical Magic,PROGRAMMING,1000.0,1200.0
1064A - Make a triangle!,"brute force,geometry,math",1064,A,Make a triangle!,PROGRAMMING,500.0,800.0
1063F - String Journey,"data structures,dp,string suffix structures",1063,F,String Journey,PROGRAMMING,2500.0,3300.0
1063E - Lasers and Mirrors,"constructive algorithms,math",1063,E,Lasers and Mirrors,PROGRAMMING,2000.0,3000.0
1063D - Candies for Children,"brute force,math",1063,D,Candies for Children,PROGRAMMING,1500.0,2600.0
"1063C - Dwarves, Hats and Extrasensory Abilities","binary search,constructive algorithms,geometry,interactive",1063,C,"Dwarves, Hats and Extrasensory Abilities",PROGRAMMING,1000.0,1900.0
1063B - Labyrinth,"graphs,shortest paths",1063,B,Labyrinth,PROGRAMMING,1000.0,1800.0
1063A - Oh Those Palindromes,"constructive algorithms,strings",1063,A,Oh Those Palindromes,PROGRAMMING,500.0,1300.0
1062F - Upgrading Cities,"dfs and similar,graphs",1062,F,Upgrading Cities,PROGRAMMING,3000.0,2900.0
1062E - Company,"binary search,data structures,dfs and similar,greedy,trees",1062,E,Company,PROGRAMMING,2500.0,2300.0
1062D - Fun with Integers,"dfs and similar,graphs,implementation,math",1062,D,Fun with Integers,PROGRAMMING,2000.0,1800.0
1062C - Banh-mi,"greedy,implementation,math",1062,C,Banh-mi,PROGRAMMING,1500.0,1600.0
1062B - Math,"greedy,math,number theory",1062,B,Math,PROGRAMMING,1000.0,1500.0
1062A - A Prank,"greedy,implementation",1062,A,A Prank,PROGRAMMING,500.0,1300.0
1061F - Lost Root,"interactive,probabilities",1061,F,Lost Root,PROGRAMMING,2750.0,2400.0
1061E - Politics,"flows,graphs",1061,E,Politics,PROGRAMMING,2500.0,2600.0
1061D - TV Shows,"data structures,greedy,implementation,sortings",1061,D,TV Shows,PROGRAMMING,2000.0,2000.0
1061C - Multiplicity,"data structures,dp,implementation,math,number theory",1061,C,Multiplicity,PROGRAMMING,1500.0,1700.0
1061B - Views Matter,"greedy,implementation,sortings",1061,B,Views Matter,PROGRAMMING,1000.0,1400.0
1061A - Coins,"greedy,implementation,math",1061,A,Coins,PROGRAMMING,500.0,800.0
1060H - Sophisticated Device,constructive algorithms,1060,H,Sophisticated Device,PROGRAMMING,3000.0,3300.0
1060G - Balls and Pockets,data structures,1060,G,Balls and Pockets,PROGRAMMING,2750.0,3400.0
1060F - Shrinking Tree,"combinatorics,dp",1060,F,Shrinking Tree,PROGRAMMING,2250.0,2900.0
1060E - Sergey and Subway,"dfs and similar,dp,trees",1060,E,Sergey and Subway,PROGRAMMING,1750.0,2000.0
1060D - Social Circles,"greedy,math",1060,D,Social Circles,PROGRAMMING,1500.0,1900.0
1060C - Maximum Subrectangle,"binary search,implementation,two pointers",1060,C,Maximum Subrectangle,PROGRAMMING,1250.0,1600.0
1060B - Maximum Sum of Digits,greedy,1060,B,Maximum Sum of Digits,PROGRAMMING,750.0,1100.0
1060A - Phone Numbers,brute force,1060,A,Phone Numbers,PROGRAMMING,500.0,800.0
1059E - Split the Tree,"binary search,data structures,dp,greedy,trees",1059,E,Split the Tree,PROGRAMMING,2500.0,2400.0
1059D - Nature Reserve,"binary search,geometry,ternary search",1059,D,Nature Reserve,PROGRAMMING,2000.0,2200.0
1059C - Sequence Transformation,"constructive algorithms,math",1059,C,Sequence Transformation,PROGRAMMING,1500.0,1600.0
1059B - Forgery,implementation,1059,B,Forgery,PROGRAMMING,1000.0,1300.0
1059A - Cashier,implementation,1059,A,Cashier,PROGRAMMING,500.0,1000.0
1057C - Tanya and Colored Candies,"*special,dp",1057,C,Tanya and Colored Candies,PROGRAMMING,1500.0,2000.0
1057B - DDoS,"*special,brute force",1057,B,DDoS,PROGRAMMING,1000.0,1400.0
1057A - Bmail Computer Network,"*special,dfs and similar,trees",1057,A,Bmail Computer Network,PROGRAMMING,500.0,900.0
1056H - Detect Robots,"data structures,strings",1056,H,Detect Robots,PROGRAMMING,4000.0,3200.0
1056G - Take Metro,"brute force,data structures,graphs",1056,G,Take Metro,PROGRAMMING,3500.0,2900.0
1056F - Write The Contest,"binary search,dp,math",1056,F,Write The Contest,PROGRAMMING,3000.0,2500.0
1056E - Check Transcription,"brute force,data structures,hashing,strings",1056,E,Check Transcription,PROGRAMMING,2500.0,2100.0
1056D - Decorate Apple Tree,"constructive algorithms,dfs and similar,dp,graphs,greedy,sortings,trees",1056,D,Decorate Apple Tree,PROGRAMMING,2000.0,1600.0
1056C - Pick Heroes,"greedy,implementation,interactive,sortings",1056,C,Pick Heroes,PROGRAMMING,1500.0,1700.0
1056B - Divide Candies,"math,number theory",1056,B,Divide Candies,PROGRAMMING,1000.0,1600.0
1056A - Determine Line,implementation,1056,A,Determine Line,PROGRAMMING,500.0,800.0
1055G - Jellyfish Nightmare,,1055,G,Jellyfish Nightmare,PROGRAMMING,4000.0,3500.0
1055F - Tree and XOR,"strings,trees",1055,F,Tree and XOR,PROGRAMMING,3500.0,2900.0
1055E - Segments on the Line,"binary search,dp",1055,E,Segments on the Line,PROGRAMMING,2750.0,2500.0
